"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"91","2003","11","Tamil Nadu","Ramananthapuram","-1.0","533.0","-1.0","-1.0","-1.0","-1.0","537.0","-1.0","-1.0","-1.0","-1.0","2586.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"91","2004","11","Tamil Nadu","Ramananthapuram","-1.0","526.0","-1.0","-1.0","-1.0","-1.0","452.0","-1.0","-1.0","-1.0","-1.0","1912.0","-1.0","-1.0","-1.0","-1.0","1116.0"
"91","2005","11","Tamil Nadu","Ramananthapuram","-1.0","460.0","-1.0","-1.0","-1.0","-1.0","475.0","-1.0","-1.0","-1.0","-1.0","1915.0","-1.0","-1.0","-1.0","-1.0","1350.0"
"91","2006","11","Tamil Nadu","Ramananthapuram","-1.0","473.0","-1.0","-1.0","-1.0","-1.0","672.0","-1.0","-1.0","-1.0","-1.0","2710.0","-1.0","-1.0","-1.0","1023.0","1465.0"
"91","2007","11","Tamil Nadu","Ramananthapuram","-1.0","682.0","-1.0","988.0","-1.0","-1.0","631.0","-1.0","-1.0","-1.0","-1.0","2953.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"91","2008","11","Tamil Nadu","Ramananthapuram","-1.0","877.0","-1.0","950.0","934.0","925.0","-1.0","-1.0","-1.0","-1.0","2139.0","3253.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"91","2009","11","Tamil Nadu","Ramananthapuram","-1.0","820.0","-1.0","1113.0","1133.0","-1.0","1137.0","-1.0","3315.0","-1.0","2500.0","3042.0","-1.0","2558.0","-1.0","3080.0","-1.0"
"91","2010","11","Tamil Nadu","Ramananthapuram","-1.0","1188.0","-1.0","1383.0","1497.0","1025.0","837.0","-1.0","2591.0","4556.0","3097.0","4052.0","-1.0","1685.0","-1.0","-1.0","2883.0"
"91","2011","11","Tamil Nadu","Ramananthapuram","-1.0","1103.0","-1.0","1462.0","1426.0","1161.0","1004.0","-1.0","-1.0","3470.0","4013.0","3843.0","-1.0","3061.0","-1.0","-1.0","3224.0"
"91","2012","11","Tamil Nadu","Ramananthapuram","-1.0","1580.0","-1.0","1687.0","2207.0","1430.0","1582.0","-1.0","-1.0","-1.0","4222.0","6942.0","-1.0","-1.0","-1.0","3497.0","3695.0"
"91","2013","11","Tamil Nadu","Ramananthapuram","-1.0","1310.0","-1.0","2092.0","1579.0","1614.0","2231.0","-1.0","5265.0","3913.0","5633.0","7583.0","-1.0","-1.0","-1.0","-1.0","3589.0"
"91","2014","11","Tamil Nadu","Ramananthapuram","-1.0","1327.0","-1.0","2738.0","2138.0","-1.0","2166.0","-1.0","4687.0","3983.0","4291.0","5981.0","-1.0","-1.0","-1.0","-1.0","3833.0"
"91","2015","11","Tamil Nadu","Ramananthapuram","-1.0","1372.0","-1.0","-1.0","-1.0","1575.0","1670.0","-1.0","5641.0","-1.0","4771.0","7116.0","-1.0","-1.0","-1.0","-1.0","3874.0"
"91","2016","11","Tamil Nadu","Ramananthapuram","-1.0","1567.0","-1.0","-1.0","-1.0","1150.0","2492.0","-1.0","-1.0","-1.0","5475.0","-1.0","-1.0","-1.0","-1.0","-1.0","4400.0"
"92","1966","11","Tamil Nadu","Thirunelveli","68.4","50.0","-1.0","50.0","50.0","-1.0","50.0","-1.0","-1.0","-1.0","101.1","176.8","-1.0","100.0","-1.0","-1.0","139.1"
"92","1967","11","Tamil Nadu","Thirunelveli","73.8","50.0","-1.0","50.0","50.0","-1.0","50.0","-1.0","-1.0","-1.0","88.2","159.4","-1.0","93.5","-1.0","-1.0","128.5"
"92","1968","11","Tamil Nadu","Thirunelveli","73.4","67.7","-1.0","60.7","67.3","-1.0","70.9","-1.0","-1.0","138.8","123.3","187.2","-1.0","93.5","-1.0","-1.0","165.0"
"92","1969","11","Tamil Nadu","Thirunelveli","98.6","66.7","-1.0","66.7","61.6","-1.0","62.0","-1.0","-1.0","121.5","123.0","210.7","-1.0","82.0","-1.0","-1.0","179.6"
"92","1970","11","Tamil Nadu","Thirunelveli","96.9","66.5","-1.0","66.9","67.0","-1.0","59.5","-1.0","-1.0","120.0","131.4","203.2","-1.0","148.0","-1.0","-1.0","210.0"
"92","1971","11","Tamil Nadu","Thirunelveli","96.0","58.5","-1.0","70.0","52.2","-1.0","61.0","-1.0","-1.0","121.4","126.8","219.9","-1.0","148.0","-1.0","-1.0","196.7"
"92","1972","11","Tamil Nadu","Thirunelveli","94.6","56.5","-1.0","70.4","61.2","-1.0","62.1","-1.0","-1.0","195.9","152.2","286.1","-1.0","-1.0","-1.0","-1.0","191.9"
"92","1973","11","Tamil Nadu","Thirunelveli","137.3","63.6","-1.0","88.1","85.7","-1.0","77.3","-1.0","-1.0","240.0","185.5","324.9","-1.0","-1.0","-1.0","-1.0","271.6"
"92","1974","11","Tamil Nadu","Thirunelveli","-1.0","137.2","-1.0","150.6","138.0","-1.0","139.4","-1.0","-1.0","-1.0","209.5","310.0","-1.0","-1.0","-1.0","-1.0","276.9"
"92","1975","11","Tamil Nadu","Thirunelveli","-1.0","95.8","-1.0","99.8","108.8","-1.0","82.7","-1.0","-1.0","-1.0","-1.0","270.0","-1.0","-1.0","-1.0","-1.0","260.0"
"92","1976","11","Tamil Nadu","Thirunelveli","-1.0","92.6","-1.0","93.5","92.1","-1.0","99.4","-1.0","-1.0","-1.0","-1.0","306.0","-1.0","-1.0","-1.0","-1.0","410.9"
"92","1977","11","Tamil Nadu","Thirunelveli","-1.0","87.6","-1.0","89.9","95.2","-1.0","85.7","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"92","1978","11","Tamil Nadu","Thirunelveli","165.5","-1.0","-1.0","78.2","74.9","-1.0","69.9","-1.0","-1.0","-1.0","-1.0","331.7","-1.0","-1.0","-1.0","-1.0","455.5"
"92","1979","11","Tamil Nadu","Thirunelveli","180.1","-1.0","-1.0","-1.0","92.6","-1.0","84.3","-1.0","250.8","284.0","-1.0","412.8","-1.0","-1.0","-1.0","-1.0","277.1"
"92","1980","11","Tamil Nadu","Thirunelveli","200.9","150.3","-1.0","102.5","90.9","-1.0","111.8","-1.0","358.8","317.3","-1.0","487.8","-1.0","-1.0","-1.0","-1.0","323.3"
"92","1981","11","Tamil Nadu","Thirunelveli","242.6","-1.0","-1.0","136.4","131.9","-1.0","122.6","-1.0","-1.0","323.5","-1.0","544.3","-1.0","-1.0","-1.0","179.7","397.5"
"92","1982","11","Tamil Nadu","Thirunelveli","246.1","-1.0","-1.0","121.1","124.3","-1.0","122.0","-1.0","-1.0","322.8","426.9","590.0","-1.0","-1.0","-1.0","201.9","397.0"
"92","1983","11","Tamil Nadu","Thirunelveli","287.1","-1.0","-1.0","147.0","128.3","-1.0","154.1","-1.0","300.4","411.4","477.0","543.7","-1.0","-1.0","-1.0","332.1","479.9"
"92","1984","11","Tamil Nadu","Thirunelveli","259.1","-1.0","-1.0","154.0","130.7","-1.0","145.3","-1.0","470.7","378.5","458.3","505.0","-1.0","-1.0","-1.0","320.7","412.5"
"92","1985","11","Tamil Nadu","Thirunelveli","298.8","-1.0","-1.0","154.6","155.9","-1.0","156.7","-1.0","448.1","322.0","444.4","555.0","-1.0","-1.0","-1.0","307.5","374.7"
"92","1986","11","Tamil Nadu","Thirunelveli","306.9","-1.0","-1.0","178.1","170.6","-1.0","166.5","-1.0","485.8","407.9","500.0","732.5","-1.0","328.5","-1.0","378.0","450.0"
"92","1987","11","Tamil Nadu","Thirunelveli","-1.0","176.0","-1.0","198.0","-1.0","-1.0","172.7","-1.0","-1.0","-1.0","555.4","-1.0","-1.0","-1.0","-1.0","456.3","691.7"
"92","1988","11","Tamil Nadu","Thirunelveli","-1.0","204.7","-1.0","180.6","157.8","-1.0","184.5","-1.0","-1.0","-1.0","483.0","705.2","-1.0","-1.0","-1.0","324.2","628.4"
"92","1989","11","Tamil Nadu","Thirunelveli","-1.0","171.6","-1.0","177.7","178.5","-1.0","181.2","-1.0","-1.0","-1.0","680.3","818.4","-1.0","-1.0","-1.0","474.3","644.8"
"92","1990","11","Tamil Nadu","Thirunelveli","-1.0","186.0","-1.0","173.0","185.0","-1.0","180.0","-1.0","-1.0","-1.0","526.0","986.0","-1.0","548.0","-1.0","490.0","767.0"
"92","1991","11","Tamil Nadu","Thirunelveli","-1.0","210.0","-1.0","226.0","221.0","-1.0","235.0","-1.0","-1.0","-1.0","615.0","1054.0","-1.0","-1.0","-1.0","372.0","1070.0"
"92","1992","11","Tamil Nadu","Thirunelveli","-1.0","274.0","-1.0","242.0","239.0","-1.0","248.0","-1.0","-1.0","-1.0","605.0","1116.0","-1.0","645.0","-1.0","465.0","-1.0"
"92","1993","11","Tamil Nadu","Thirunelveli","-1.0","310.0","-1.0","270.0","273.0","-1.0","310.0","-1.0","-1.0","-1.0","903.0","1134.0","-1.0","-1.0","-1.0","878.0","-1.0"
"92","1994","11","Tamil Nadu","Thirunelveli","-1.0","331.0","-1.0","342.0","418.0","-1.0","320.0","-1.0","-1.0","-1.0","-1.0","2369.0","-1.0","-1.0","-1.0","639.0","-1.0"
"92","1995","11","Tamil Nadu","Thirunelveli","-1.0","400.0","-1.0","407.0","370.0","-1.0","419.0","-1.0","-1.0","-1.0","-1.0","1517.0","-1.0","-1.0","-1.0","671.0","-1.0"
"92","1996","11","Tamil Nadu","Thirunelveli","-1.0","410.0","-1.0","412.0","-1.0","-1.0","412.0","-1.0","-1.0","1070.0","1213.0","1147.0","-1.0","-1.0","-1.0","-1.0","1651.0"
"92","1997","11","Tamil Nadu","Thirunelveli","-1.0","359.0","-1.0","-1.0","-1.0","-1.0","342.0","-1.0","-1.0","-1.0","1188.0","1178.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"92","1998","11","Tamil Nadu","Thirunelveli","-1.0","500.0","-1.0","504.0","463.0","-1.0","464.0","-1.0","1693.0","-1.0","1214.0","1907.0","-1.0","-1.0","-1.0","891.0","-1.0"
"92","1999","11","Tamil Nadu","Thirunelveli","-1.0","499.0","-1.0","524.0","438.0","498.0","484.0","-1.0","-1.0","-1.0","1122.0","1509.0","-1.0","-1.0","-1.0","802.0","-1.0"
"92","2000","11","Tamil Nadu","Thirunelveli","-1.0","512.0","-1.0","415.0","385.0","400.0","441.0","-1.0","1721.0","-1.0","1205.0","1163.0","-1.0","-1.0","-1.0","923.0","-1.0"
"92","2001","11","Tamil Nadu","Thirunelveli","-1.0","524.0","-1.0","515.0","446.0","488.0","496.0","-1.0","-1.0","-1.0","1369.0","1405.0","-1.0","-1.0","-1.0","1030.0","-1.0"
"92","2002","11","Tamil Nadu","Thirunelveli","-1.0","538.0","-1.0","627.0","543.0","553.0","602.0","-1.0","-1.0","-1.0","1841.0","1767.0","-1.0","-1.0","-1.0","993.0","2041.0"
"92","2003","11","Tamil Nadu","Thirunelveli","-1.0","535.0","-1.0","709.0","545.0","586.0","710.0","-1.0","2034.0","-1.0","1453.0","2015.0","-1.0","-1.0","-1.0","1014.0","1953.0"
"92","2004","11","Tamil Nadu","Thirunelveli","-1.0","483.0","-1.0","654.0","492.0","558.0","618.0","-1.0","2046.0","-1.0","1167.0","2139.0","-1.0","-1.0","-1.0","1354.0","1764.0"
"92","2005","11","Tamil Nadu","Thirunelveli","-1.0","524.0","-1.0","546.0","508.0","465.0","526.0","-1.0","2162.0","-1.0","1590.0","1920.0","-1.0","-1.0","-1.0","1357.0","1690.0"
"92","2006","11","Tamil Nadu","Thirunelveli","-1.0","500.0","-1.0","651.0","-1.0","584.0","567.0","-1.0","2534.0","-1.0","1450.0","1988.0","-1.0","-1.0","-1.0","1021.0","1788.0"
"92","2007","11","Tamil Nadu","Thirunelveli","-1.0","736.0","-1.0","831.0","-1.0","669.0","746.0","-1.0","2653.0","-1.0","2093.0","2718.0","-1.0","-1.0","-1.0","1374.0","2271.0"
"92","2008","11","Tamil Nadu","Thirunelveli","-1.0","937.0","-1.0","1176.0","944.0","735.0","-1.0","-1.0","2762.0","-1.0","2247.0","3317.0","-1.0","2005.0","-1.0","-1.0","2827.0"
"92","2009","11","Tamil Nadu","Thirunelveli","-1.0","1013.0","-1.0","824.0","1304.0","783.0","1136.0","-1.0","2736.0","-1.0","2186.0","3329.0","-1.0","-1.0","-1.0","2787.0","2544.0"
"92","2010","11","Tamil Nadu","Thirunelveli","-1.0","930.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3874.0","-1.0","-1.0","-1.0","-1.0","-1.0","2651.0"
"92","2011","11","Tamil Nadu","Thirunelveli","-1.0","990.0","-1.0","1732.0","1554.0","1197.0","1470.0","-1.0","-1.0","3650.0","3760.0","3300.0","-1.0","3061.0","-1.0","3135.0","3000.0"
"92","2012","11","Tamil Nadu","Thirunelveli","-1.0","1484.0","-1.0","2021.0","1768.0","1697.0","1953.0","-1.0","-1.0","-1.0","3859.0","4641.0","-1.0","-1.0","-1.0","3326.0","3000.0"
"92","2013","11","Tamil Nadu","Thirunelveli","-1.0","1564.0","-1.0","2232.0","1743.0","1703.0","2389.0","-1.0","-1.0","3800.0","4155.0","7577.0","-1.0","3415.0","-1.0","3852.0","4470.0"
"92","2014","11","Tamil Nadu","Thirunelveli","-1.0","1327.0","-1.0","2229.0","1807.0","1641.0","2527.0","-1.0","-1.0","5137.0","5300.0","5183.0","-1.0","3267.0","-1.0","3609.0","4200.0"
"92","2015","11","Tamil Nadu","Thirunelveli","-1.0","1372.0","-1.0","-1.0","-1.0","1396.0","1838.0","-1.0","-1.0","-1.0","4527.0","7116.0","-1.0","3900.0","-1.0","-1.0","3874.0"
"92","2016","11","Tamil Nadu","Thirunelveli","-1.0","1450.0","-1.0","-1.0","-1.0","1605.0","2492.0","-1.0","-1.0","-1.0","4640.0","-1.0","-1.0","-1.0","-1.0","4465.0","4428.0"
"93","1966","11","Tamil Nadu","The Nilgiris","73.4","45.0","-1.0","-1.0","-1.0","-1.0","50.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1967","11","Tamil Nadu","The Nilgiris","76.8","45.0","-1.0","-1.0","-1.0","-1.0","50.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1968","11","Tamil Nadu","The Nilgiris","73.4","45.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1969","11","Tamil Nadu","The Nilgiris","-1.0","55.6","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1970","11","Tamil Nadu","The Nilgiris","-1.0","42.9","-1.0","-1.0","-1.0","-1.0","49.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1971","11","Tamil Nadu","The Nilgiris","-1.0","44.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1972","11","Tamil Nadu","The Nilgiris","-1.0","51.1","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1973","11","Tamil Nadu","The Nilgiris","-1.0","86.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1974","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1975","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1976","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1977","11","Tamil Nadu","The Nilgiris","-1.0","152.7","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1978","11","Tamil Nadu","The Nilgiris","164.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1979","11","Tamil Nadu","The Nilgiris","186.5","-1.0","-1.0","105.0","-1.0","-1.0","109.9","-1.0","253.1","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1980","11","Tamil Nadu","The Nilgiris","205.7","-1.0","169.7","147.3","-1.0","-1.0","131.4","-1.0","-1.0","-1.0","277.4","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1981","11","Tamil Nadu","The Nilgiris","264.7","-1.0","219.9","142.6","-1.0","-1.0","151.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1982","11","Tamil Nadu","The Nilgiris","279.2","-1.0","-1.0","-1.0","-1.0","-1.0","158.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1983","11","Tamil Nadu","The Nilgiris","315.0","-1.0","-1.0","-1.0","-1.0","-1.0","184.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1984","11","Tamil Nadu","The Nilgiris","288.5","-1.0","-1.0","-1.0","-1.0","-1.0","180.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","279.8","-1.0"
"93","1985","11","Tamil Nadu","The Nilgiris","325.8","-1.0","-1.0","176.3","213.7","-1.0","183.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","298.6","-1.0"
"93","1986","11","Tamil Nadu","The Nilgiris","323.8","-1.0","274.3","184.9","-1.0","-1.0","197.2","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","323.9","-1.0"
"93","1987","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","292.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1988","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","234.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","278.7","-1.0"
"93","1989","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","217.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","431.7","-1.0"
"93","1990","11","Tamil Nadu","The Nilgiris","-1.0","279.0","379.0","215.0","-1.0","-1.0","216.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1991","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","371.0","-1.0","-1.0","-1.0","230.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1992","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","297.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","609.0","-1.0","512.0","-1.0"
"93","1993","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","291.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","813.0","-1.0"
"93","1994","11","Tamil Nadu","The Nilgiris","-1.0","408.0","-1.0","-1.0","-1.0","-1.0","320.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","661.0","-1.0"
"93","1995","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","419.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","725.0","-1.0"
"93","1996","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","427.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1997","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","401.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","1998","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","444.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","924.0","-1.0"
"93","1999","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","510.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1123.0","-1.0"
"93","2000","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","2001","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","544.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1197.0","-1.0"
"93","2002","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","545.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1049.0","-1.0"
"93","2003","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","2004","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","673.0","-1.0","2052.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1745.0","1073.0"
"93","2005","11","Tamil Nadu","The Nilgiris","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1700.0","-1.0"
"93","2006","11","Tamil Nadu","The Nilgiris","-1.0","608.0","-1.0","-1.0","-1.0","-1.0","739.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1418.0","-1.0"
"93","2007","11","Tamil Nadu","The Nilgiris","-1.0","767.0","-1.0","-1.0","-1.0","-1.0","852.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1718.0","-1.0"
"93","2008","11","Tamil Nadu","The Nilgiris","-1.0","960.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","2009","11","Tamil Nadu","The Nilgiris","-1.0","930.0","-1.0","-1.0","-1.0","-1.0","1109.0","-1.0","2840.0","-1.0","4908.0","3838.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"93","2010","11","Tamil Nadu","The Nilgiris","-1.0","914.0","-1.0","1334.0","1413.0","1274.0","1124.0","-1.0","-1.0","4484.0","3259.0","5107.0","-1.0","-1.0","-1.0","2840.0","3329.0"
"93","2011","11","Tamil Nadu","The Nilgiris","-1.0","963.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3578.0","3000.0"
"93","2012","11","Tamil Nadu","The Nilgiris","-1.0","1306.0","-1.0","-1.0","-1.0","2033.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","4014.0","-1.0"
"93","2013","11","Tamil Nadu","The Nilgiris","-1.0","1150.0","-1.0","2032.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","7100.0","-1.0","-1.0","-1.0","-1.0","4200.0","4470.0"
"93","2014","11","Tamil Nadu","The Nilgiris","-1.0","1327.0","-1.0","2362.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","7599.0","-1.0","-1.0","-1.0","-1.0","4391.0","3907.0"
"93","2015","11","Tamil Nadu","The Nilgiris","-1.0","1439.0","-1.0","-1.0","-1.0","-1.0","2043.0","-1.0","-1.0","-1.0","4527.0","-1.0","-1.0","-1.0","-1.0","-1.0","3874.0"
"93","2016","11","Tamil Nadu","The Nilgiris","-1.0","1567.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","4640.0","-1.0","-1.0","-1.0","-1.0","4746.0","4428.0"
"94","1966","11","Tamil Nadu","Kanyakumari","68.5","45.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1967","11","Tamil Nadu","Kanyakumari","76.8","45.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1968","11","Tamil Nadu","Kanyakumari","72.4","45.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1969","11","Tamil Nadu","Kanyakumari","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1970","11","Tamil Nadu","Kanyakumari","-1.0","68.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","140.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1971","11","Tamil Nadu","Kanyakumari","-1.0","72.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","139.1","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1972","11","Tamil Nadu","Kanyakumari","-1.0","78.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","165.1","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1973","11","Tamil Nadu","Kanyakumari","-1.0","114.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","341.8","-1.0","-1.0","-1.0","-1.0","-1.0"
"94","1974","11","Tamil Nadu","Kanyakumari","-1.0","145.9","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","300.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
